ID,State,Date,Day_of_Week,Time_of_Day,Weather_Conditions,Road_Conditions,Light_Conditions,Type_of_Road,Type_of_Junction,Type_of_Accident,Vehicle_Type,Driver_Age_Group,Num_Vehicles_Involved,Num_Casualties,Speed_Limit,Distance_to_Nearest_Hospital,Distance_to_Nearest_Police_Station,Visibility,Road_Width,Road_Surface_Friction_Coefficient,Vehicle_Speed,Time_Taken_for_Emergency_Response,New_Weather_Condition,New_Road_Condition,New_Driver_Age_Group
166660,New Jersey,11/1/2024 19:51,Saturday,9:02:42,Snowy,Muddy,1,Street,Intersection,Rear-end collision,Motorcycle,Senior,1,2,37,9.690665712,1.525425585,801.7766414,6.900295121,0.316310453,0,23.59562907,1,1,0
166661,Utah,7/1/2024 3:33,Tuesday,6:16:27,Foggy,Snowy,0,Highway,Overpass,Pedestrian involved,Truck,Teenager,3,0,45,8.032714646,0.339160531,500.4804386,4.532375856,0.794885682,72,24.0188656,1,1,1
166662,Arizona,22/2/2024 5:50,Tuesday,11:51:28,Sunny,Snowy,0,Street,T-Junction,Rear-end collision,Bicycle,Senior,5,1,31,8.69146874,3.25899811,301.3352555,3.194155814,0.828923945,15,7.483691018,0,1,0
166663,Oregon,11/2/2024 0:31,Tuesday,22:18:17,Rainy,Wet,1,Rural,Roundabout,Cyclist involved,Bicycle,Young Adult,1,3,44,7.869613886,7.418610815,572.8679225,7.600277319,0.913791093,12,27.76653389,1,1,1
166664,Arkansas,27/1/2024 17:57,Thursday,20:16:53,Sunny,Icy,0,Street,T-Junction,Side collision,Pedestrian,Young Adult,3,3,50,6.162886775,5.733621106,887.9841611,NA,0.538474005,17,16.8224335,0,1,1
166665,Colorado,15/2/2024 17:13,Monday,3:53:10,Stormy,Wet,1,Street,Underpass,Side collision,Motorcycle,Teenager,1,3,50,0.585601499,3.001730966,903.518145,5.111671879,0.250992377,49,17.7715757,1,1,1
166666,Rhode Island,10/1/2024 12:25,Tuesday,0:26:14,Rainy,Snowy,1,Freeway,T-Junction,Rollover,Motorcycle,Senior,1,3,30,3.802845554,0.74595272,143.308482,9.396514231,0.563279692,13,8.65630433,1,1,0
166667,Iowa,1/2/2024 16:16,Friday,13:25:59,Sunny,Dry,1,Urban,Roundabout,Rear-end collision,Pedestrian,Senior,5,2,65,0.967257101,6.087695388,949.3119394,8.964289702,0.449863093,92,6.470999997,0,0,0
166668,Idaho,1/1/2024 16:56,Sunday,22:46:26,Snowy,Muddy,1,Highway,Underpass,Rear-end collision,Car,Senior,1,0,35,6.930017376,6.770679095,235.0294274,6.92446409,0.52537002,49,6.878075862,1,1,0
166669,Iowa,10/2/2024 17:09,Saturday,5:18:09,Rainy,Snowy,0,Highway,Intersection,Rear-end collision,Truck,Senior,1,0,50,8.623150037,0.394887185,710.7108091,8.625795342,0.918735341,71,14.63035601,1,1,0
166670,Hawaii,22/1/2024 0:05,Thursday,15:57:28,Sunny,Dry,0,Highway,Crossroads,Cyclist involved,Pedestrian,Senior,2,3,34,8.807155139,1.219766571,609.765578,6.736399409,0.8146238,47,25.42987871,0,0,0
166671,South Dakota,2/1/2024 12:00,Saturday,12:55:04,Stormy,Dry,1,Street,NA,Pedestrian involved,Motorcycle,Senior,2,3,37,8.024936945,2.353424538,796.9010969,9.396686272,0.221457865,35,5.887500689,1,0,0
166672,Connecticut,25/1/2024 5:58,Saturday,3:45:58,Snowy,Icy,0,Rural,Crossroads,Rear-end collision,Pedestrian,Young Adult,5,0,39,4.065002637,1.700614584,722.5638955,5.805984735,0.235404003,49,25.30761311,1,1,1
166673,Utah,1/2/2024 12:00,Saturday,18:17:59,Stormy,Muddy,0,Rural,Intersection,Run-off-road,Truck,Teenager,3,0,32,0.19070168,8.490650784,270.9134525,9.800713553,0.685694482,83,7.840542987,1,1,1
166674,Washington,28/1/2024 0:43,Saturday,12:18:34,Rainy,Muddy,0,Highway,Overpass,Rear-end collision,Car,Teenager,5,0,50,8.45566569,9.715800053,340.114054,3.308407386,0.51065518,45,25.33439587,1,1,1
166675,South Carolina,16/2/2024 6:24,Thursday,1:25:41,Rainy,Muddy,1,Urban,NA,Rear-end collision,Bicycle,Young Adult,3,0,41,5.117305602,9.871922502,912.8216807,4.589682991,0.973322942,4,14.62044849,1,1,1
166676,Hawaii,21/2/2024 23:28,Wednesday,14:02:57,Stormy,Dry,0,Freeway,T-Junction,Rear-end collision,Truck,Teenager,4,0,49,0.272101432,8.366847827,770.9881075,8.492669783,0.14162435,42,24.63987339,1,0,1
166677,Utah,21/2/2024 14:01,Sunday,2:28:54,Rainy,Wet,0,Highway,NA,Side collision,Car,Senior,4,0,59,9.703756595,9.069798238,797.1535227,4.441007966,0.366727937,38,12.66909003,1,1,0
166678,Maryland,29/1/2024 20:21,Thursday,19:04:00,Foggy,Dry,0,Freeway,Underpass,Side collision,Truck,Young Adult,4,2,67,9.040271398,5.926352265,615.9056618,5.663436776,0.44350729,14,13.43472241,1,0,1
166679,Arizona,31/1/2024 3:03,Thursday,1:10:08,Sunny,Dry,1,Street,Roundabout,Cyclist involved,Truck,Teenager,1,1,42,8.32921729,0.432965732,847.8100346,3.762030019,0.79451192,29,17.46648065,0,0,1
166680,South Carolina,16/2/2024 19:47,Thursday,7:57:28,Sunny,Muddy,1,Rural,T-Junction,Cyclist involved,Truck,Teenager,2,1,57,2.959354046,3.975129789,291.0079875,7.80402652,0.941616969,95,13.83463008,0,1,1
166681,Alaska,6/2/2024 20:21,Saturday,5:36:02,Snowy,Snowy,1,Urban,Roundabout,Run-off-road,Pedestrian,Teenager,1,3,54,1.24160569,8.504647198,363.7920108,4.755460762,0.143751899,49,11.4496111,1,1,1
166682,Wisconsin,16/2/2024 17:32,Tuesday,10:43:54,Sunny,Muddy,0,Highway,Crossroads,Rear-end collision,Motorcycle,Adult,3,0,46,1.403669901,4.379559548,728.4634739,8.256637032,0.764281551,49,17.7715757,0,1,0
166683,California,1/2/2024 3:57,Saturday,6:28:40,Stormy,Icy,0,Urban,Crossroads,Run-off-road,Car,Young Adult,4,0,46,4.282868473,5.673473216,608.8328415,3.000363173,0.820856435,30,12.68824835,1,1,1
166684,South Dakota,3/2/2024 4:31,Friday,10:13:13,Snowy,Snowy,1,Street,T-Junction,Rear-end collision,Car,Young Adult,3,1,47,2.804601733,9.987156316,244.1239841,4.551174694,0.229714292,96,17.26211425,1,1,1
166685,New York,27/2/2024 1:01,Thursday,3:42:41,Stormy,Dry,0,Urban,Overpass,Run-off-road,Motorcycle,Teenager,4,1,32,6.401870225,2.006117506,489.0896916,8.265975217,0.539883855,48,8.46270935,1,0,1
166686,Alaska,4/2/2024 12:20,Thursday,8:33:42,Snowy,Dry,1,Highway,Underpass,Cyclist involved,Pedestrian,Senior,1,2,47,5.242400016,4.776700557,312.8995445,7.672196744,0.339987556,35,27.75642376,1,0,0
166687,Oklahoma,12/2/2024 22:24,Saturday,5:40:07,Sunny,Muddy,1,Street,T-Junction,Rollover,Truck,Senior,5,1,56,1.88467492,2.034676577,797.3694216,5.183901097,0.584807943,42,5.612997684,0,1,0
166688,Nevada,7/1/2024 8:03,Tuesday,21:07:06,Rainy,Dry,0,Highway,Underpass,Side collision,Car,Teenager,5,1,35,1.261889649,9.485539055,123.2810386,3.680012215,0.194029251,53,26.20189458,1,0,1
166689,Nevada,3/1/2024 20:26,Tuesday,4:04:17,Stormy,Wet,0,Rural,Crossroads,Pedestrian involved,Bicycle,Young Adult,4,2,43,1.306562349,8.44290497,920.6997669,3.186090674,0.281841359,49,17.7715757,1,1,1
166690,Illinois,25/1/2024 1:24,Thursday,1:11:07,Foggy,Muddy,1,Highway,Overpass,Head-on collision,Pedestrian,Teenager,4,2,63,3.61578438,4.978061212,707.6732956,8.123029466,0.660934695,4,16.50228553,1,1,1
166691,Florida,15/1/2024 3:44,Sunday,19:13:17,Stormy,Muddy,0,Rural,Overpass,Rollover,Pedestrian,Adult,5,1,60,0.772417658,8.52984564,388.9165708,9.106733987,0.958564582,98,20.69373607,1,1,0
166692,Vermont,24/2/2024 21:26,Monday,21:26:50,Stormy,Wet,0,Urban,NA,Run-off-road,Truck,Young Adult,5,0,49,3.69564059,0.697697364,988.6299496,9.775125526,0.191561516,82,14.48100455,1,1,1
166693,Hawaii,25/2/2024 10:12,Tuesday,7:23:29,Foggy,Muddy,1,Highway,Overpass,Side collision,Truck,Teenager,4,2,48,6.943813078,8.125203598,764.0449804,7.237898127,0.487032092,35,16.06997311,1,1,1
166694,Maine,16/1/2024 11:30,Monday,9:14:06,Rainy,Muddy,1,Urban,T-Junction,Pedestrian involved,Truck,Senior,1,1,36,0.269582402,7.32770541,917.8125799,3.265080027,0.788080552,51,7.11992733,1,1,0
166695,Virginia,5/1/2024 20:30,Wednesday,22:58:10,Sunny,Snowy,1,Street,Underpass,Side collision,Motorcycle,Young Adult,1,3,49,6.587442677,8.212717045,491.214255,7.663608692,0.586904162,64,16.81126079,0,1,1
166696,Nevada,27/1/2024 3:45,Wednesday,3:00:32,Stormy,Wet,0,Rural,NA,Pedestrian involved,Motorcycle,Senior,3,3,50,8.035232769,8.529945892,955.7744407,3.128193871,0.696120954,61,21.43588906,1,1,0
166697,Wyoming,17/2/2024 18:38,Thursday,12:55:22,Sunny,Muddy,0,Freeway,Overpass,Side collision,Truck,Senior,1,0,57,2.620010648,4.706361838,695.0383771,6.630689728,0.681648894,65,20.22679601,0,1,0
166698,Kentucky,27/2/2024 14:15,Tuesday,22:34:11,Snowy,Icy,0,Freeway,Roundabout,Rear-end collision,Pedestrian,Senior,4,3,35,4.16815014,7.193865275,129.2226682,7.235900467,0.731825723,96,11.43967295,1,1,0
166699,Maryland,16/1/2024 0:15,Tuesday,4:16:25,Snowy,Dry,0,Highway,NA,Rollover,Pedestrian,Teenager,2,3,40,2.090880268,2.931600135,479.4048764,6.86057448,0.441408761,33,7.428983759,1,0,1
166700,Illinois,14/2/2024 12:12,Monday,23:27:37,Foggy,Icy,1,Highway,Underpass,Rollover,Car,Young Adult,3,1,34,2.43657441,7.483312885,351.0447139,5.890141651,0.181866245,74,16.64253027,1,1,1
166701,Michigan,22/1/2024 13:38,Sunday,18:23:46,Rainy,Muddy,1,Rural,Underpass,Side collision,Truck,Young Adult,1,2,62,0.362656996,5.215630818,979.1623137,NA,0.636317182,52,24.35420446,1,1,1
166702,Minnesota,3/2/2024 6:43,Thursday,20:47:58,Snowy,Snowy,0,Urban,Intersection,Pedestrian involved,Truck,Young Adult,1,3,39,5.576384698,3.114156036,809.2408217,6.071348,0.660869841,61,27.16475402,1,1,1
166703,New Mexico,13/2/2024 7:04,Wednesday,1:05:21,Foggy,Wet,0,Freeway,Crossroads,Cyclist involved,Truck,Young Adult,2,2,30,5.801856248,2.550405324,601.9909367,NA,0.253243021,21,24.01085177,1,1,1
166704,Colorado,5/2/2024 23:18,Saturday,18:06:23,Sunny,Icy,1,Highway,T-Junction,Side collision,Motorcycle,Adult,3,0,52,8.595276477,1.785175941,855.3466672,5.549632571,0.93739962,12,10.80451254,0,1,0
166705,Hawaii,15/2/2024 20:39,Tuesday,4:40:27,Snowy,Muddy,0,Street,Crossroads,Rollover,Pedestrian,Senior,1,3,67,2.682106078,5.616828868,697.3605095,8.127286402,0.719571063,100,24.69935616,1,1,0
166706,Minnesota,30/1/2024 16:19,Monday,11:28:16,Snowy,Icy,0,Rural,Intersection,Pedestrian involved,Motorcycle,Adult,2,2,68,5.014394397,4.338355093,528.1189408,3.982810382,0.431878066,91,8.912082248,1,1,0
166707,Delaware,3/2/2024 13:30,Wednesday,11:12:02,Rainy,Dry,1,Rural,Crossroads,Rollover,Car,Teenager,2,0,50,5.693117759,8.671045257,112.637166,NA,0.132134851,88,23.03908506,1,0,1
166708,New Jersey,16/2/2024 14:37,Sunday,6:01:18,Rainy,Snowy,1,Highway,T-Junction,Run-off-road,Bicycle,Teenager,1,3,63,4.742813568,4.910741915,405.549821,6.504344661,0.78061937,28,29.85563242,1,1,1
166709,Montana,1/2/2024 5:50,Tuesday,9:43:38,Sunny,Muddy,1,Highway,Roundabout,Pedestrian involved,Motorcycle,Senior,1,1,50,3.298440676,8.556506793,233.8005953,4.678957525,0.843645931,92,17.7715757,0,1,0
166710,Missouri,22/1/2024 3:32,Tuesday,13:49:16,Rainy,Muddy,0,Highway,Crossroads,Head-on collision,Bicycle,Senior,2,1,60,6.321012976,0.241801049,111.8667151,7.417260201,0.904982616,49,7.574083869,1,1,0
166711,Nebraska,14/1/2024 8:22,Wednesday,7:40:05,Foggy,Snowy,1,Urban,Underpass,Rollover,Pedestrian,Adult,3,1,49,3.266760093,0.361680596,413.0008941,NA,0.877146697,52,22.63503721,1,1,0
166712,Pennsylvania,3/1/2024 19:26,Wednesday,17:51:26,Stormy,Snowy,1,Rural,Underpass,Head-on collision,Car,Young Adult,5,3,65,9.12862027,3.675948387,182.7275509,3.864255807,0.791937274,20,5.761769941,1,1,1
166713,Montana,26/1/2024 10:01,Tuesday,23:58:42,Snowy,Dry,1,Street,Overpass,Rollover,Car,Young Adult,5,1,50,2.820475709,8.082785955,503.2865083,3.538285228,0.638708549,35,17.7715757,1,0,1
166714,Nebraska,31/1/2024 20:04,Saturday,1:37:32,Stormy,Icy,1,Street,NA,Cyclist involved,Bicycle,Teenager,3,3,34,8.098040824,1.313550462,542.8170991,7.079326509,0.853811593,17,15.71695924,1,1,1
166715,Wyoming,7/2/2024 22:34,Thursday,13:40:41,Stormy,Icy,1,Rural,NA,Rollover,Bicycle,Young Adult,2,0,51,6.231921364,7.742424887,769.7195943,3.167762249,0.108821672,81,17.43297081,1,1,1
166716,New Mexico,9/1/2024 0:43,Sunday,7:30:42,Sunny,Wet,1,Rural,T-Junction,Cyclist involved,Motorcycle,Young Adult,4,0,53,5.72436776,6.131131854,416.5569812,5.150866816,0.967736747,100,20.11023067,0,1,1
166717,West Virginia,22/2/2024 12:12,Wednesday,10:43:57,Sunny,Dry,1,Street,Underpass,Rollover,Car,Teenager,5,0,46,2.733743971,6.69708281,271.683064,NA,0.77341651,38,16.41027559,0,0,1
166718,North Carolina,1/2/2024 14:39,Wednesday,3:11:13,Rainy,Muddy,1,Urban,T-Junction,Head-on collision,Motorcycle,Senior,3,0,42,3.995490853,5.031869309,237.9837135,7.698007212,0.215822654,80,24.71526229,1,1,0
166719,Kansas,7/1/2024 9:29,Wednesday,6:58:50,Snowy,Snowy,1,Urban,Crossroads,Run-off-road,Motorcycle,Young Adult,4,0,51,2.591188167,3.618143547,713.6140701,8.702028262,0.905636552,91,10.4239414,1,1,1
166720,Oklahoma,27/1/2024 9:30,Thursday,16:03:01,Sunny,Icy,0,Freeway,T-Junction,Side collision,Car,Teenager,3,3,50,0.410802433,2.928321205,508.5120781,8.762142638,0.814444763,86,25.88411902,0,1,1
166721,Wisconsin,23/1/2024 18:52,Thursday,20:42:55,Snowy,Snowy,1,Urban,T-Junction,Head-on collision,Pedestrian,Adult,1,1,44,7.083492763,0.716614549,237.3619459,7.734600531,0.825240087,33,14.03212335,1,1,0
166722,Utah,20/1/2024 17:41,Thursday,19:58:40,Foggy,Muddy,1,Urban,T-Junction,Cyclist involved,Car,Adult,5,2,40,4.090837305,6.64597183,574.1430259,6.722873387,0.261114887,75,26.30748909,1,1,0
166723,Oklahoma,13/1/2024 17:45,Sunday,7:53:53,Sunny,Snowy,1,Highway,Overpass,Run-off-road,Car,Adult,4,1,49,5.574620452,9.684128654,520.3532701,3.559422451,0.229592734,49,9.948124125,0,1,0
166724,Georgia,26/1/2024 23:49,Sunday,0:01:42,Stormy,Wet,0,Freeway,Roundabout,Side collision,Bicycle,Teenager,1,2,53,7.290080395,8.059225413,695.8783515,4.946540785,0.671475166,47,25.03085602,1,1,1
166725,Georgia,21/2/2024 5:48,Sunday,12:28:27,Snowy,Dry,1,Rural,T-Junction,Head-on collision,Pedestrian,Teenager,4,3,68,8.599005144,3.654010423,370.4324734,8.48466163,0.4718231,82,11.73749862,1,0,1
166726,Michigan,25/1/2024 8:35,Saturday,13:05:28,Snowy,Wet,0,Rural,Roundabout,Pedestrian involved,Motorcycle,Teenager,4,1,37,2.315701997,3.915588084,857.5621504,9.845694419,0.879799608,34,9.711695119,1,1,1
166727,South Carolina,22/2/2024 15:05,Wednesday,12:49:16,Snowy,Snowy,1,Street,Crossroads,Head-on collision,Pedestrian,Young Adult,3,1,51,8.717267511,6.842530286,362.6030799,7.462158166,0.661855951,56,25.31241974,1,1,1
166728,South Carolina,14/1/2024 8:32,Wednesday,20:02:12,Rainy,Dry,0,Highway,Intersection,Pedestrian involved,Pedestrian,Young Adult,4,1,65,5.52538017,3.624959646,491.9400421,9.049364478,0.96471082,86,20.33451293,1,0,1
166729,New York,22/1/2024 11:20,Thursday,3:47:18,Sunny,Wet,0,Highway,Intersection,Head-on collision,Car,Young Adult,2,3,60,4.615081421,5.505160602,334.7689488,7.497815339,0.560320758,12,17.7715757,0,1,1
166730,Maine,4/2/2024 12:33,Thursday,7:53:36,Foggy,Dry,0,Highway,Roundabout,Head-on collision,Truck,Senior,1,2,40,2.838487879,2.358675575,167.7081671,8.82449157,0.222082426,91,7.187241502,1,0,0
166731,Hawaii,12/2/2024 10:29,Tuesday,23:32:49,Sunny,Dry,0,Highway,Crossroads,Pedestrian involved,Car,Teenager,3,2,65,4.025213046,2.357764552,808.802011,7.142120464,0.297657577,36,7.906823889,0,0,1
166732,Florida,11/2/2024 9:37,Wednesday,5:51:29,Sunny,Dry,1,Highway,Crossroads,Head-on collision,Truck,Senior,1,2,50,7.504885002,2.146135194,546.9888298,7.360194146,0.497130959,90,24.58296086,0,0,0
166733,Rhode Island,25/1/2024 10:23,Saturday,5:17:21,Sunny,Icy,1,Highway,Crossroads,Head-on collision,Truck,Adult,4,3,42,1.415679888,5.088121757,524.1352026,4.224953012,0.704372253,49,9.251549362,0,1,0
166734,New Hampshire,17/2/2024 9:16,Sunday,23:45:10,Stormy,Muddy,1,Highway,T-Junction,Head-on collision,Truck,Young Adult,1,2,60,1.406719461,5.889439086,193.537512,6.143560855,0.335899284,90,26.76852023,1,1,1
166735,Nevada,20/2/2024 0:37,Monday,3:59:23,Stormy,Wet,0,Highway,T-Junction,Cyclist involved,Car,Young Adult,5,1,40,1.291148944,2.347131431,126.1450145,4.969428671,0.29035957,2,12.83485864,1,1,1
166736,Maryland,15/1/2024 20:29,Thursday,16:02:34,Snowy,Dry,0,Freeway,Intersection,Head-on collision,Bicycle,Senior,5,2,59,3.350231416,6.778685136,683.9090226,6.299949428,0.954811777,48,17.7715757,1,0,0
166737,South Dakota,14/2/2024 0:39,Sunday,22:59:45,Foggy,Wet,1,Freeway,Overpass,Rear-end collision,Motorcycle,Senior,5,3,53,4.548085187,8.72127911,272.4770219,4.754214139,0.648293986,26,24.93759047,1,1,0
166738,Delaware,11/1/2024 21:24,Tuesday,23:22:20,Foggy,Wet,0,Urban,Overpass,Pedestrian involved,Bicycle,Young Adult,4,1,66,3.412233739,3.603574047,636.84235,4.287252836,0.416241844,8,23.39314211,1,1,1
166739,Rhode Island,11/2/2024 4:49,Wednesday,8:21:37,Foggy,Wet,1,Urban,Underpass,Rear-end collision,Car,Senior,2,1,65,8.033424869,9.100407777,673.0980064,4.150788367,0.842858405,10,17.10985786,1,1,0
166740,Connecticut,22/1/2024 22:50,Wednesday,3:34:27,Stormy,Wet,0,Freeway,Intersection,Run-off-road,Pedestrian,Senior,5,0,43,0.156549841,4.472439752,948.4416977,9.444761859,0.420040059,49,6.431165045,1,1,0
166741,Ohio,16/1/2024 6:56,Saturday,13:12:01,Rainy,Snowy,0,Urban,Intersection,Rollover,Truck,Senior,4,0,52,9.473086935,5.314040481,570.9672295,7.637825251,0.85495833,18,10.56022556,1,1,0
166742,Rhode Island,26/1/2024 22:11,Tuesday,2:14:37,Sunny,Wet,0,Rural,Crossroads,Pedestrian involved,Motorcycle,Senior,1,1,50,6.989376494,3.448856285,325.3222355,3.665205167,0.291603403,28,25.52892965,0,1,0
166743,Arkansas,2/1/2024 6:29,Monday,20:38:08,Rainy,Snowy,0,Rural,Intersection,Side collision,Car,Young Adult,4,3,34,0.648981531,6.199740089,493.6192376,NA,0.50216712,92,22.07310371,1,1,1
166744,New Hampshire,4/1/2024 11:16,Wednesday,0:57:34,Stormy,Muddy,1,Rural,Underpass,Rollover,Pedestrian,Senior,4,2,65,5.46418426,6.035137688,681.868292,NA,0.244579264,58,20.88249712,1,1,0
166745,West Virginia,23/1/2024 12:31,Thursday,12:53:50,Sunny,Snowy,1,Street,Intersection,Rear-end collision,Motorcycle,Adult,5,3,47,9.640613324,7.207115312,949.2667227,9.095512243,0.944072824,8,20.32272882,0,1,0
166746,Kansas,18/2/2024 23:40,Saturday,0:55:15,Foggy,Snowy,0,Street,Intersection,Cyclist involved,Car,Young Adult,5,3,69,1.628514328,5.671462906,709.6785514,9.252960526,0.53504301,80,26.69623703,1,1,1
166747,Massachusetts,15/1/2024 16:57,Thursday,15:37:29,Foggy,Muddy,1,Rural,Overpass,Pedestrian involved,Motorcycle,Young Adult,1,1,35,5.710927437,2.637719935,710.1971551,7.564372486,0.362417232,78,17.7715757,1,1,1
166748,North Carolina,27/2/2024 13:28,Thursday,16:58:45,Rainy,Icy,0,Rural,Overpass,Pedestrian involved,Pedestrian,Teenager,5,0,37,1.055355592,4.935795545,688.6762326,8.684450252,0.507168971,49,15.9503322,1,1,1
166749,Idaho,25/2/2024 23:36,Friday,6:43:25,Rainy,Muddy,1,Street,Underpass,Run-off-road,Pedestrian,Teenager,3,1,53,3.422941044,6.325618206,579.4650934,9.108929787,0.761737667,32,7.513080809,1,1,1
166750,Arizona,18/2/2024 15:23,Friday,11:38:12,Foggy,Muddy,1,Freeway,Underpass,Rear-end collision,Pedestrian,Senior,3,1,50,6.623390381,1.840130235,278.1118008,NA,0.928545706,93,19.18874875,1,1,0
166751,North Dakota,25/2/2024 1:57,Monday,11:33:26,Foggy,Muddy,1,Urban,Underpass,Head-on collision,Motorcycle,Adult,1,3,38,5.035242339,7.628254987,552.4545891,8.027025552,0.858910375,47,14.73657085,1,1,0
166752,Michigan,22/1/2024 12:39,Thursday,16:26:48,Snowy,Wet,1,Rural,Roundabout,Pedestrian involved,Pedestrian,Adult,1,0,62,0.574031676,8.651974813,371.4810624,5.563260676,0.300514951,52,27.14676261,1,1,0
166753,New Mexico,8/1/2024 2:43,Sunday,5:31:22,Sunny,Snowy,1,Highway,Crossroads,Head-on collision,Car,Young Adult,2,1,55,4.900782286,8.337839343,290.1532723,3.961843351,0.865069112,69,5.045388189,0,1,1
166754,Mississippi,19/2/2024 12:44,Wednesday,4:35:20,Sunny,Icy,0,Street,Crossroads,Head-on collision,Bicycle,Adult,1,0,31,9.02784041,1.611604464,697.7210874,6.108796036,0.482419666,49,9.668793323,0,1,0
166755,Missouri,26/2/2024 19:32,Sunday,22:01:06,Sunny,Dry,0,Urban,Roundabout,Head-on collision,Motorcycle,Young Adult,4,1,43,0.453957318,4.898993058,935.8770065,8.327821777,0.743227506,19,15.24824466,0,0,1
166756,South Carolina,17/2/2024 3:35,Thursday,3:31:02,Stormy,Wet,1,Freeway,Intersection,Head-on collision,Pedestrian,Young Adult,1,1,69,3.412572397,7.334938964,394.7560167,3.133403544,0.735917551,18,11.0329408,1,1,1
166757,New York,13/1/2024 2:54,Wednesday,23:27:10,Rainy,Wet,1,Street,Roundabout,Rear-end collision,Bicycle,Young Adult,3,3,50,0.478640199,2.64336002,156.7028333,9.394283155,0.709259162,49,16.74062594,1,1,1
166758,Illinois,1/2/2024 19:49,Monday,22:37:39,Sunny,Snowy,1,Highway,Overpass,Pedestrian involved,Truck,Senior,4,3,37,2.448146172,9.332530246,556.9893713,8.012193692,0.871951893,65,12.29011902,0,1,0
166759,Vermont,12/1/2024 3:25,Monday,23:37:12,Sunny,Dry,1,Highway,Underpass,Head-on collision,Pedestrian,Adult,5,0,57,6.000320088,0.41411979,538.9636124,4.323241985,0.397448164,21,21.58503045,0,0,0
166760,Rhode Island,22/1/2024 17:19,Sunday,18:00:58,Rainy,Muddy,1,Rural,Roundabout,Side collision,Bicycle,Teenager,1,0,41,7.901959492,6.087180089,432.5106875,7.106728652,0.149275229,72,17.7715757,1,1,1
166761,Mississippi,9/2/2024 1:32,Tuesday,10:30:21,Sunny,Dry,0,Rural,Underpass,Rear-end collision,Pedestrian,Young Adult,5,1,35,1.888107133,1.280045714,781.4127547,8.284306192,0.228899356,1,17.7715757,0,0,1
166762,Kansas,26/2/2024 6:23,Sunday,4:28:19,Stormy,Wet,0,Freeway,T-Junction,Rear-end collision,Truck,Senior,1,0,68,2.421316685,1.307996839,825.5544614,3.254396751,0.127684885,49,25.51319008,1,1,0
166763,Oregon,16/1/2024 4:43,Wednesday,11:50:00,Rainy,Snowy,0,Rural,Underpass,Pedestrian involved,Truck,Senior,3,0,54,0.784161065,2.761068853,100.2245141,7.991223336,0.743848332,14,17.04057624,1,1,0
166764,Iowa,7/2/2024 4:46,Tuesday,22:22:11,Sunny,Snowy,1,Rural,Roundabout,Run-off-road,Car,Teenager,3,0,70,6.280454791,2.510826359,911.2950346,8.981379142,0.159276148,49,27.59812373,0,1,1
166765,Arizona,19/1/2024 5:17,Sunday,3:38:09,Foggy,Wet,0,Street,Crossroads,Rear-end collision,Bicycle,Teenager,3,3,56,1.787523834,4.268236643,893.7615662,6.87383996,0.602488397,9,17.7715757,1,1,1
166766,South Dakota,31/1/2024 10:56,Wednesday,9:07:23,Sunny,Dry,0,Street,Overpass,Side collision,Bicycle,Senior,5,2,35,9.062531344,0.805914979,273.7830982,8.763403565,0.267554243,39,17.7715757,0,0,0
166767,Vermont,23/1/2024 23:27,Tuesday,14:24:28,Stormy,Snowy,0,Highway,Intersection,Cyclist involved,Truck,Teenager,3,2,53,6.42331123,7.280338466,715.6516529,9.253392217,0.352746163,87,29.78039517,1,1,1
166768,Alaska,10/1/2024 11:24,Thursday,3:45:30,Foggy,Wet,1,Highway,NA,Pedestrian involved,Car,Young Adult,3,3,38,0.138182173,9.092201343,490.461733,9.871292503,0.651005489,6,24.20218954,1,1,1
166769,Oklahoma,16/2/2024 10:47,Saturday,18:12:13,Snowy,Icy,0,Highway,Crossroads,Pedestrian involved,Bicycle,Young Adult,4,0,45,3.64888661,9.740923158,604.3468212,NA,0.722378204,83,5.884728092,1,1,1
166770,Missouri,2/2/2024 4:17,Saturday,19:53:55,Stormy,Wet,1,Freeway,Underpass,Rear-end collision,Motorcycle,Adult,5,3,60,9.854969858,7.112539472,946.5441353,9.612591637,0.574617999,14,26.34324118,1,1,0
166771,South Carolina,8/2/2024 8:49,Wednesday,14:15:08,Rainy,Dry,1,Highway,Roundabout,Cyclist involved,Car,Senior,3,3,47,9.915625365,6.381816659,169.0880809,7.638533599,0.542107198,2,25.76513856,1,0,0
166772,South Dakota,21/1/2024 21:21,Thursday,18:43:21,Stormy,Wet,1,Street,Underpass,Run-off-road,Truck,Adult,4,2,37,3.945097434,1.765729597,579.1517802,9.986744669,0.719401584,40,17.77022631,1,1,0
166773,Virginia,6/2/2024 0:43,Sunday,5:55:50,Snowy,Icy,0,Urban,Intersection,Rollover,Car,Young Adult,5,0,42,3.312890274,4.983806324,806.0044445,3.418678528,0.503416736,49,24.3737174,1,1,1
166774,Arizona,10/2/2024 1:38,Monday,1:06:52,Snowy,Snowy,0,Urban,Roundabout,Side collision,Motorcycle,Senior,5,2,34,4.39200128,3.880114863,495.5339516,4.881759851,0.249497302,49,20.45611539,1,1,0
166775,Alabama,15/1/2024 10:03,Wednesday,14:16:16,Stormy,Icy,0,Rural,Roundabout,Pedestrian involved,Motorcycle,Senior,4,0,37,4.651464314,6.78442002,618.3101365,5.183788711,0.280493646,72,17.7715757,1,1,0
